Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,21,21,36.6,10.5,22.9,.458,3.4,10.6,.320,7.1,12.3,.578,.532,9.8,12.1,.807,0.9,7.8,8.6,8.8,1.6,0.5,4.2,2.5,34.1,,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,29,29,33.4,11.1,19.9,.557,2.2,5.1,.435,8.9,14.8,.599,.613,8.1,9.2,.884,0.5,4.3,4.8,6.6,1.5,0.8,2.0,2.1,32.5,,gilgesh01
3,Tyrese Maxey,25,PHI,PG,26,26,39.8,10.6,22.9,.461,3.7,9.3,.391,6.9,13.6,.510,.541,6.2,6.9,.889,0.3,4.2,4.5,6.9,1.8,0.8,2.7,2.3,31.0,,maxeyty01
4,Donovan Mitchell,29,CLE,SG,28,28,34.0,10.7,21.4,.500,4.0,10.4,.388,6.6,11.0,.606,.594,5.2,6.1,.848,0.9,3.6,4.5,5.4,1.3,0.3,3.3,2.5,30.6,,mitchdo01
5,Jaylen Brown,29,BOS,SF,27,27,33.7,10.7,21.5,.497,2.1,5.7,.364,8.6,15.8,.546,.546,5.9,7.6,.780,1.2,5.1,6.4,4.9,1.1,0.5,3.6,3.0,29.4,,brownja02
6,Jalen Brunson,29,NYK,PG,26,26,35.2,10.3,21.3,.482,2.8,7.6,.374,7.4,13.7,.542,.549,5.7,6.8,.847,0.7,2.7,3.4,6.6,0.8,0.1,2.2,2.5,29.1,,brunsja01
7,Giannis Antetokounmpo,31,MIL,PF,17,17,29.1,11.1,17.3,.639,0.6,1.4,.435,10.5,15.9,.657,.656,6.2,9.8,.635,3.3,6.8,10.1,6.1,0.9,0.9,3.3,2.8,28.9,,antetgi01
8,Nikola Jokić,30,DEN,C,29,29,34.7,10.5,17.3,.604,2.1,5.0,.431,8.3,12.4,.674,.666,5.8,6.9,.839,2.9,9.1,12.0,10.9,1.5,0.8,3.5,2.9,28.9,,jokicni01
9,Stephen Curry,37,GSW,PG,21,21,31.6,9.4,20.0,.473,4.9,12.3,.398,4.5,7.6,.594,.595,4.9,5.4,.912,0.5,3.8,4.2,4.3,1.3,0.5,3.0,2.0,28.7,,curryst01
10,Anthony Edwards,24,MIN,SG,23,23,34.9,9.7,19.9,.490,3.3,8.2,.404,6.4,11.7,.550,.573,6.0,7.3,.815,0.8,4.3,5.0,3.8,1.3,0.9,2.8,2.0,28.7,,edwaran01
11,Lauri Markkanen,28,UTA,PF,25,25,35.4,9.3,19.8,.471,2.9,8.3,.346,6.4,11.5,.561,.543,6.2,7.0,.897,2.1,5.0,7.1,2.1,0.9,0.4,1.4,1.9,27.8,,markkla01
12,Austin Reaves,27,LAL,SG,22,21,36.2,8.4,16.6,.504,2.7,7.5,.364,5.6,9.1,.620,.586,7.8,9.0,.873,0.7,4.7,5.4,6.5,1.0,0.2,3.3,2.4,27.3,,reaveau01
13,Cade Cunningham,24,DET,PG,27,27,35.9,9.3,20.3,.459,2.0,6.2,.321,7.3,14.0,.520,.508,5.8,7.0,.825,1.3,5.1,6.4,9.4,1.6,0.7,3.9,3.4,26.4,,cunnica01
14,Kawhi Leonard,34,LAC,SF,19,19,33.3,9.4,19.1,.492,2.3,6.3,.370,7.1,12.8,.551,.552,5.0,5.1,.979,1.1,5.1,6.2,3.3,1.9,0.4,1.9,1.6,26.1,,leonaka01
15,James Harden,36,LAC,PG,27,27,35.6,7.5,17.2,.435,3.6,9.5,.374,3.9,7.7,.512,.539,7.4,8.4,.885,0.6,4.6,5.1,8.1,1.4,0.4,3.9,2.1,26.0,,hardeja01
16,Michael Porter Jr.,27,BRK,SF,24,24,32.8,9.2,18.7,.491,3.7,9.3,.401,5.5,9.4,.580,.590,3.7,4.5,.815,1.2,6.2,7.3,3.2,0.9,0.2,2.3,2.3,25.7,,portemi01
17,Deni Avdija,25,POR,SF,30,30,34.9,7.7,16.5,.464,2.3,6.4,.366,5.3,10.2,.525,.534,7.8,9.7,.804,1.0,6.0,7.1,6.6,0.7,0.6,3.7,3.1,25.5,,avdijde01
18,Devin Booker,29,PHO,SG,26,26,34.2,8.3,18.0,.458,1.7,5.5,.299,6.6,12.5,.529,.504,7.2,8.3,.866,0.9,3.2,4.1,6.6,1.0,0.4,3.5,2.8,25.4,,bookede01
19,Kevin Durant,37,HOU,SF,25,25,36.4,8.6,17.0,.509,2.0,4.8,.429,6.6,12.2,.541,.570,5.9,6.6,.896,0.3,4.7,5.0,4.0,0.8,1.0,3.1,2.4,25.2,,duranke01
20,Jamal Murray,28,DEN,PG,28,28,34.8,8.9,17.8,.499,3.4,7.4,.457,5.5,10.3,.529,.595,4.0,4.5,.889,0.4,4.1,4.4,6.9,1.1,0.3,2.3,1.5,25.1,,murraja01
21,Keyonte George,22,UTA,PG,29,29,34.2,7.3,16.4,.448,2.4,6.8,.362,4.9,9.6,.509,.523,6.7,7.4,.907,0.5,3.6,4.1,6.8,0.9,0.3,3.4,2.6,23.9,,georgke01
22,Jalen Johnson,24,ATL,SF,28,28,35.3,8.7,16.6,.523,1.6,4.3,.378,7.1,12.4,.572,.571,4.8,5.9,.823,1.5,8.9,10.5,8.3,1.5,0.4,3.5,2.2,23.8,,johnsja05
23,Norman Powell,32,MIA,SG,25,25,31.4,7.8,16.4,.478,2.9,7.1,.407,5.0,9.3,.532,.566,5.2,6.1,.849,0.4,3.6,3.9,2.6,1.3,0.2,1.9,2.4,23.7,,powelno01
24,Victor Wembanyama,22,SAS,C,17,12,30.6,8.5,16.5,.514,1.5,4.1,.357,7.0,12.4,.567,.559,5.3,6.5,.818,2.1,9.7,11.8,3.6,0.9,3.1,3.4,3.1,23.7,,wembavi01
25,Pascal Siakam,31,IND,PF,29,29,34.1,8.6,18.0,.475,1.8,4.8,.370,6.8,13.2,.513,.524,4.7,6.8,.685,1.7,5.1,6.8,3.9,1.2,0.4,2.0,2.7,23.5,,siakapa01
26,Tyler Herro,26,MIA,SG,6,6,31.8,8.3,16.5,.505,2.5,6.2,.405,5.8,10.3,.565,.581,4.0,4.3,.923,0.5,4.5,5.0,2.3,1.0,0.5,1.2,1.5,23.2,,herroty01
27,Alperen Şengün,23,HOU,C,25,25,35.8,8.8,17.4,.505,0.8,2.5,.317,8.0,14.9,.536,.528,4.6,6.4,.730,3.1,6.2,9.3,6.9,1.5,1.0,3.4,3.5,23.0,,sengual01
28,Franz Wagner,24,ORL,SF,24,24,33.4,7.8,15.9,.490,1.5,4.2,.360,6.3,11.8,.535,.537,5.6,6.8,.823,1.5,4.6,6.1,3.7,1.2,0.4,1.8,2.2,22.7,,wagnefr01
29,Julius Randle,31,MIN,PF,30,30,33.8,7.6,15.7,.482,1.6,4.9,.329,6.0,10.8,.551,.533,5.8,7.1,.822,1.7,5.5,7.2,5.5,1.1,0.1,2.7,2.7,22.6,,randlju01
30,Karl-Anthony Towns,30,NYK,C,27,27,33.1,7.3,15.3,.477,1.8,5.0,.360,5.5,10.3,.534,.536,5.9,6.8,.863,3.0,8.6,11.7,3.0,0.9,0.7,2.6,3.5,22.3,,townska01
31,Shaedon Sharpe,22,POR,SG,26,20,29.2,8.2,17.7,.462,1.9,6.0,.318,6.3,11.7,.536,.516,3.8,4.9,.766,1.2,3.2,4.4,2.4,1.6,0.2,3.2,2.3,22.1,,sharpsh01
32,Dillon Brooks,30,PHO,SF,23,23,30.6,8.1,17.4,.464,2.5,7.2,.343,5.6,10.2,.549,.535,3.2,3.9,.820,0.8,2.3,3.1,1.7,1.3,0.1,2.2,3.6,21.8,,brookdi01
33,Zion Williamson,25,NOP,PF,15,10,28.4,7.5,14.1,.531,0.0,0.2,.000,7.5,13.9,.538,.531,6.9,9.1,.757,2.5,3.3,5.7,3.5,1.2,0.4,2.7,2.1,21.8,,willizi01
34,Anthony Davis,32,DAL,PF,15,15,31.2,9.1,17.3,.525,0.7,2.1,.323,8.4,15.2,.553,.544,2.9,3.9,.741,3.5,7.9,11.4,3.0,1.3,1.5,1.9,2.4,21.7,,davisan02
35,Brandon Ingram,28,TOR,SF,31,31,34.1,8.0,17.1,.471,1.8,4.9,.368,6.2,12.2,.512,.524,3.8,4.7,.814,0.7,5.1,5.8,3.8,0.8,0.6,3.1,2.0,21.7,,ingrabr01
36,De'Aaron Fox,28,SAS,PG,21,21,32.0,7.6,16.1,.473,2.3,6.1,.383,5.3,10.0,.529,.546,4.0,5.0,.800,0.8,3.0,3.8,6.2,1.3,0.3,2.8,2.4,21.6,,foxde01
37,Cam Thomas,24,BRK,SG,8,8,28.3,6.6,16.5,.402,2.0,5.6,.356,4.6,10.9,.425,.462,6.1,7.0,.875,0.4,1.0,1.4,2.6,0.5,0.1,2.0,1.9,21.4,,thomaca02
38,Coby White,25,CHI,SG,13,11,29.6,6.7,14.9,.448,2.3,7.2,.319,4.4,7.7,.570,.526,5.7,7.2,.796,0.4,2.8,3.2,5.1,0.8,0.0,3.2,2.3,21.4,,whiteco01
39,Joel Embiid,31,PHI,C,12,12,26.6,6.9,15.9,.435,1.1,4.5,.241,5.8,11.4,.511,.469,6.1,7.4,.820,1.8,4.8,6.6,2.9,0.8,1.3,2.5,2.3,21.0,,embiijo01
40,Miles Bridges,27,CHO,PF,30,30,34.4,7.2,16.8,.429,2.3,7.3,.318,4.9,9.4,.516,.499,3.8,4.6,.839,0.9,5.2,6.1,3.9,0.6,0.5,1.5,1.9,20.6,,bridgmi02
41,Trey Murphy III,25,NOP,SF,29,29,35.3,7.2,14.7,.494,2.6,7.0,.366,4.7,7.7,.610,.581,3.6,3.9,.912,1.4,4.8,6.2,3.6,1.7,0.2,1.9,2.1,20.6,,murphtr02
42,Paolo Banchero,23,ORL,PF,20,20,32.9,6.5,14.9,.436,0.9,3.8,.237,5.6,11.1,.505,.466,6.6,8.6,.772,1.0,7.5,8.5,4.5,0.6,0.7,2.6,2.3,20.5,,banchpa01
43,LeBron James,41,LAL,SF,12,12,33.3,7.5,15.6,.481,1.5,4.8,.310,6.0,10.8,.558,.529,3.9,5.9,.662,0.8,4.6,5.3,7.0,0.8,0.7,2.4,1.4,20.4,,jamesle01
44,Kevin Porter Jr.,25,MIL,PG,11,11,31.8,6.7,13.5,.500,2.6,5.5,.483,4.1,8.0,.511,.598,4.3,5.1,.839,0.7,4.2,4.9,7.5,2.4,0.4,3.4,2.3,20.4,,porteke02
45,Nickeil Alexander-Walker,27,ATL,SG,29,24,32.7,7.0,15.4,.452,2.8,7.5,.373,4.2,7.9,.526,.543,3.6,4.2,.854,0.8,2.7,3.5,3.3,0.9,0.7,2.2,2.2,20.3,,alexani01
46,Zach LaVine,30,SAC,SG,23,23,32.8,7.2,14.7,.487,2.7,7.0,.385,4.5,7.7,.579,.578,3.1,3.6,.867,0.3,2.7,3.0,2.3,0.7,0.2,2.2,2.2,20.2,,lavinza01
47,Josh Giddey,23,CHI,PG,27,27,33.6,7.0,14.7,.479,2.0,4.9,.402,5.1,9.8,.517,.545,4.0,5.4,.745,1.2,8.1,9.3,9.1,1.0,0.4,3.6,1.9,20.0,,giddejo01
48,Jerami Grant,31,POR,PF,26,14,30.3,6.0,13.8,.436,2.5,6.4,.389,3.5,7.3,.476,.527,5.5,6.3,.866,1.2,2.9,4.0,2.7,0.7,0.6,2.2,3.0,20.0,,grantje01
49,Jimmy Butler,36,GSW,SF,26,26,31.4,6.2,11.9,.523,0.9,2.0,.453,5.3,9.9,.537,.561,6.5,7.6,.854,2.2,3.3,5.5,4.7,1.5,0.3,1.4,1.3,19.9,,butleji01
50,LaMelo Ball,24,CHO,PG,20,20,28.3,6.8,16.8,.403,3.0,8.7,.339,3.8,8.1,.472,.491,3.2,3.6,.875,1.0,4.4,5.4,8.7,1.1,0.3,3.4,3.1,19.6,,ballla01
51,RJ Barrett,25,TOR,SF,17,17,30.9,7.1,13.9,.506,1.8,5.1,.356,5.2,8.8,.593,.572,3.4,4.7,.725,0.7,4.1,4.8,3.8,0.8,0.2,1.5,2.6,19.4,,barrerj01
52,Kon Knueppel,20,CHO,SF,30,29,33.7,6.7,14.2,.474,3.6,8.7,.419,3.1,5.5,.560,.602,2.3,2.5,.895,0.9,4.3,5.2,3.5,0.7,0.2,2.4,2.3,19.4,,knuepko01
53,Scottie Barnes,24,TOR,PF,31,31,33.9,7.5,14.9,.504,1.3,3.5,.364,6.2,11.4,.548,.548,3.0,3.6,.823,2.1,5.9,8.0,5.0,1.3,1.6,2.6,2.9,19.3,,barnesc01
54,Trae Young,27,ATL,PG,8,8,27.1,5.8,13.8,.418,1.6,5.9,.277,4.1,7.9,.524,.477,6.1,7.4,.831,0.0,1.6,1.6,9.1,0.9,0.1,2.0,1.9,19.3,,youngtr01
55,Cooper Flagg,19,DAL,SF,30,30,34.5,7.3,14.9,.487,0.9,3.4,.267,6.4,11.6,.550,.517,3.7,4.6,.806,1.2,5.2,6.4,3.8,1.2,0.8,2.1,2.3,19.2,,flaggco01
56,Kristaps Porziņģis,30,ATL,C,13,12,25.9,6.4,12.8,.497,1.8,5.1,.364,4.5,7.8,.584,.569,4.5,5.3,.855,1.5,4.2,5.6,3.1,0.5,1.6,0.9,3.4,19.2,,porzikr01
57,Desmond Bane,27,ORL,SG,30,30,33.8,6.9,15.4,.450,1.9,5.1,.366,5.1,10.3,.492,.511,3.4,3.7,.927,1.2,3.2,4.4,4.6,0.8,0.5,2.2,3.1,19.1,,banede01
58,Evan Mobley,24,CLE,PF,25,25,34.2,7.0,14.1,.496,1.5,4.3,.352,5.5,9.8,.559,.550,3.6,5.6,.640,2.6,6.7,9.3,4.1,1.0,1.6,2.2,2.4,19.1,,mobleev01
59,DeMar DeRozan,36,SAC,PF,30,30,33.5,6.8,13.3,.513,0.8,2.2,.379,6.0,11.1,.539,.544,4.5,5.1,.895,0.5,2.7,3.3,3.6,1.4,0.2,1.0,2.1,19.0,,derozde01
60,Aaron Gordon,30,DEN,PF,13,13,28.3,6.3,11.8,.532,2.2,4.8,.444,4.2,7.0,.593,.623,4.0,4.6,.867,1.5,4.5,5.9,1.3,0.8,0.2,1.4,1.8,18.8,,gordoaa01
61,Stephon Castle,21,SAS,PG,20,20,30.4,6.3,12.5,.506,1.3,4.1,.305,5.1,8.4,.605,.556,4.7,6.5,.723,1.3,4.0,5.3,7.0,1.3,0.4,3.8,3.3,18.6,,castlst01
62,CJ McCollum,34,WAS,SG,28,28,30.9,6.7,15.3,.439,2.9,7.3,.394,3.9,8.0,.480,.533,2.4,3.0,.786,0.6,2.8,3.4,3.5,0.8,0.3,1.5,2.2,18.6,,mccolcj01
63,Jalen Duren,22,DET,C,27,27,29.0,7.1,11.2,.632,0.0,0.0,,7.1,11.2,.632,.632,4.4,6.0,.724,4.4,6.7,11.1,1.8,0.9,1.0,2.2,3.3,18.5,,durenja01
64,Bennedict Mathurin,23,IND,SF,19,19,32.8,5.8,13.7,.421,2.3,6.3,.367,3.5,7.4,.468,.506,4.5,5.3,.860,0.9,4.8,5.7,2.1,0.7,0.2,2.4,2.9,18.4,,mathube01
65,Alex Sarr,20,WAS,C,19,19,28.9,7.5,14.8,.505,1.2,3.2,.361,6.3,11.6,.545,.544,2.2,3.4,.646,2.6,6.0,8.6,3.1,0.7,2.0,1.8,2.0,18.3,,sarral01
66,Derrick White,31,BOS,SG,28,28,33.3,6.3,15.8,.398,3.4,9.5,.355,2.9,6.3,.463,.505,2.3,2.7,.855,0.8,3.4,4.2,5.1,1.3,1.3,1.9,1.8,18.3,,whitede01
67,Chet Holmgren,23,OKC,PF,25,25,28.6,6.8,12.0,.563,1.5,3.8,.394,5.3,8.2,.641,.625,3.2,4.0,.808,1.4,6.3,7.6,1.6,0.6,1.4,1.8,2.9,18.2,,holmgch01
68,Brandon Miller,23,CHO,SF,14,14,28.9,6.4,16.1,.394,2.6,7.7,.333,3.8,8.4,.449,.473,2.9,3.4,.851,1.1,2.9,3.9,3.6,1.0,1.2,2.4,2.7,18.1,,millebr02
69,Jalen Williams,24,OKC,SG,11,11,29.7,7.0,15.3,.458,1.1,3.2,.343,5.9,12.1,.489,.494,3.0,3.3,.917,0.7,4.5,5.3,5.3,1.5,0.5,1.9,2.1,18.1,,willija06
70,Bam Adebayo,28,MIA,C,24,24,31.4,6.5,14.0,.466,1.4,4.4,.314,5.1,9.6,.535,.515,3.6,4.8,.754,1.5,8.0,9.5,2.4,1.0,0.9,1.9,1.7,18.0,,adebaba01
71,Jaren Jackson Jr.,26,MEM,C,28,28,29.7,6.6,13.8,.477,1.6,4.5,.365,4.9,9.3,.531,.536,3.0,4.0,.766,0.8,4.5,5.3,2.0,0.9,1.3,2.1,3.9,17.8,,jacksja02
72,Ja Morant,26,MEM,PG,14,14,28.0,5.8,16.2,.357,0.9,4.8,.194,4.9,11.4,.425,.385,5.2,5.6,.924,0.5,3.0,3.5,7.5,0.9,0.2,3.6,2.1,17.7,,moranja01
73,Amen Thompson,23,HOU,PG,27,27,37.0,6.9,13.7,.504,0.4,1.9,.192,6.6,11.8,.555,.518,3.4,4.3,.784,2.7,4.6,7.3,5.3,1.4,0.5,2.6,2.5,17.6,,thompam01
74,Andrew Nembhard,26,IND,PG,22,22,31.6,5.8,13.8,.421,1.7,5.0,.349,4.1,8.9,.462,.484,4.0,4.8,.840,0.4,1.9,2.3,6.4,0.8,0.1,2.3,2.5,17.4,,nembhan01
75,Ryan Rollins,23,MIL,PG,30,26,31.3,6.7,14.0,.479,2.2,5.8,.387,4.5,8.2,.543,.558,1.5,2.0,.767,0.7,3.4,4.1,5.8,1.6,0.4,2.5,2.7,17.2,,rolliry01
76,Domantas Sabonis,29,SAC,C,11,11,33.2,6.7,13.2,.510,0.4,1.8,.200,6.4,11.4,.560,.524,3.4,4.6,.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2,,sabondo01
77,Darius Garland,26,CLE,PG,15,15,30.1,5.8,14.6,.397,2.4,6.8,.353,3.4,7.8,.436,.479,3.1,3.5,.887,0.7,2.2,2.9,6.9,0.8,0.1,2.9,1.8,17.1,,garlada01
78,Mikal Bridges,29,NYK,SF,29,29,35.2,6.8,12.9,.525,2.4,5.7,.421,4.4,7.2,.608,.618,1.1,1.4,.775,1.1,3.5,4.6,4.1,1.7,1.0,1.0,2.1,17.0,,bridgmi01
79,Jordan Poole,26,NOP,PG,12,4,29.1,5.2,14.0,.369,2.5,8.4,.297,2.7,5.6,.478,.458,4.2,4.4,.943,0.3,1.4,1.7,3.3,0.7,0.3,1.9,2.4,17.0,,poolejo01
80,Kelly Oubre Jr.,30,PHI,SF,12,12,34.8,6.2,12.4,.497,1.9,5.6,.343,4.3,6.8,.622,.574,2.5,3.2,.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8,,oubreke01
81,Payton Pritchard,28,BOS,PG,29,29,32.4,6.2,14.1,.439,2.7,8.0,.333,3.5,6.1,.576,.533,1.8,2.0,.864,1.1,3.2,4.3,5.2,0.8,0.1,1.2,1.6,16.8,,pritcpa01
82,Jrue Holiday,35,POR,PG,12,12,33.4,6.2,13.8,.446,2.6,7.1,.365,3.6,6.8,.531,.539,1.8,2.1,.840,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7,,holidjr01
83,Paul George,35,PHI,PF,12,12,27.3,5.3,12.8,.418,2.4,6.1,.397,2.9,6.7,.438,.513,3.3,3.8,.870,0.3,4.7,5.0,3.3,1.6,0.5,1.8,1.8,16.4,,georgpa01
84,Grayson Allen,30,PHO,SG,18,18,31.1,5.6,12.9,.431,3.2,8.2,.392,2.3,4.7,.500,.556,2.0,2.5,.800,0.5,2.2,2.7,4.1,1.7,0.2,1.7,2.4,16.3,,allengr01
85,Nikola Vučević,35,CHI,C,28,28,30.1,6.6,13.4,.489,1.8,4.9,.365,4.8,8.5,.561,.556,1.2,1.5,.791,2.2,7.0,9.2,3.5,0.8,0.4,1.5,2.1,16.1,,vucevni01
86,VJ Edgecombe,20,PHI,SG,24,24,35.1,6.0,13.8,.432,2.1,5.5,.383,3.8,8.3,.465,.509,2.0,2.5,.783,1.8,3.7,5.5,4.0,1.3,0.5,1.7,3.3,16.0,,edgecvj01
87,Jaime Jaquez Jr.,24,MIA,SF,29,1,29.8,6.4,12.4,.518,0.4,1.7,.245,6.0,10.8,.561,.535,2.6,3.4,.758,1.3,4.2,5.5,4.7,0.7,0.2,2.3,2.2,15.9,,jaqueja01
88,Immanuel Quickley,26,TOR,PG,30,30,32.3,5.7,12.9,.442,2.4,6.8,.350,3.3,6.1,.543,.534,2.1,2.7,.775,0.5,3.8,4.3,6.4,1.1,0.1,1.8,2.1,15.8,,quickim01
89,Devin Vassell,25,SAS,SG,29,29,31.8,5.5,12.8,.432,2.8,7.0,.397,2.7,5.7,.476,.542,1.9,2.2,.889,0.5,3.6,4.1,2.5,1.0,0.5,1.0,2.1,15.8,,vassede01
90,Andrew Wiggins,30,MIA,SF,26,26,32.5,6.2,13.2,.468,1.8,4.7,.388,4.3,8.5,.511,.537,1.7,2.4,.714,1.5,3.2,4.7,2.8,1.0,1.1,1.8,2.3,15.8,,wiggian01
91,Onyeka Okongwu,25,ATL,C,30,19,31.5,6.0,12.2,.490,1.8,5.1,.346,4.2,7.1,.594,.563,2.0,2.6,.769,1.7,5.7,7.4,3.2,1.0,1.1,1.9,3.5,15.7,,okongon01
92,Jabari Smith Jr.,22,HOU,PF,26,26,34.5,5.6,12.5,.449,2.3,6.2,.370,3.3,6.3,.528,.542,2.1,2.7,.775,1.4,5.3,6.8,2.0,0.7,0.7,1.5,3.1,15.7,,smithja05
93,P.J. Washington,27,DAL,PF,25,25,31.9,5.8,12.8,.455,1.5,4.5,.339,4.3,8.4,.517,.514,2.5,3.6,.681,1.6,6.3,7.9,2.0,1.0,1.4,2.4,2.6,15.7,,washipj01
94,Ivica Zubac,28,LAC,C,28,28,32.0,6.8,11.1,.609,0.0,0.0,,6.8,11.1,.609,.609,2.0,2.9,.713,3.4,7.7,11.1,2.5,0.4,1.0,2.0,2.5,15.6,,zubaciv01
95,OG Anunoby,28,NYK,PF,19,19,31.5,5.6,11.9,.467,2.3,6.1,.383,3.3,5.9,.554,.564,2.1,2.7,.765,1.3,3.8,5.1,1.9,1.8,0.7,2.1,2.5,15.5,,anunoog01
96,Jalen Green,23,PHO,SG,2,2,15.0,5.5,11.5,.478,3.0,7.0,.429,2.5,4.5,.556,.609,1.5,2.5,.600,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,15.5,,greenja05
97,Aaron Nesmith,26,IND,SF,11,11,30.5,4.9,13.4,.367,2.8,7.5,.373,2.1,5.8,.359,.473,2.8,3.5,.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5,,nesmiaa01
98,Collin Sexton,27,CHO,SG,22,10,24.8,5.1,10.5,.483,1.3,3.4,.373,3.8,7.1,.535,.543,3.9,4.4,.887,0.5,1.7,2.2,4.1,0.7,0.2,2.4,1.8,15.4,,sextoco01
99,Jalen Suggs,24,ORL,PG,21,21,25.6,5.4,11.4,.471,2.0,6.1,.328,3.4,5.3,.634,.558,2.7,3.1,.862,0.8,3.0,3.7,4.8,1.9,0.6,2.7,3.0,15.4,,suggsja01
100,Quentin Grimes,25,PHI,SG,26,7,32.5,4.9,11.3,.431,2.3,6.3,.360,2.6,5.0,.519,.531,3.3,3.8,.869,0.7,3.3,4.0,4.4,1.0,0.4,2.5,1.9,15.3,,grimequ01
101,De'Andre Hunter,28,CLE,SF,27,23,28.2,5.2,12.0,.434,1.9,6.1,.311,3.3,6.0,.559,.512,3.0,3.5,.853,0.7,3.5,4.2,2.1,0.7,0.1,1.6,2.8,15.3,,huntede01
102,Deandre Ayton,27,LAL,C,24,24,29.3,7.1,10.0,.711,0.0,0.0,,7.1,10.0,.711,.711,1.0,1.6,.615,2.9,6.1,9.0,0.9,0.9,1.0,2.0,2.7,15.2,,aytonde01
103,Jaden McDaniels,25,MIN,PF,28,28,32.3,5.8,11.6,.495,1.4,3.6,.400,4.3,8.0,.538,.557,2.1,2.4,.868,1.2,3.4,4.6,2.6,1.1,0.9,1.8,3.5,15.0,,mcdanja02
104,Keegan Murray,25,SAC,PF,15,14,37.1,5.9,13.5,.438,1.3,5.1,.263,4.6,8.5,.543,.488,1.7,2.3,.765,1.7,4.7,6.4,1.5,1.5,1.7,1.1,2.1,14.9,,murrake02
105,Saddiq Bey,26,NOP,SF,30,22,29.4,5.4,11.9,.450,1.7,5.1,.329,3.7,6.9,.539,.520,2.4,3.0,.802,1.7,4.3,6.0,2.2,0.9,0.1,0.6,1.0,14.8,,beysa01
106,Jeremiah Fears,19,NOP,PG,31,29,27.1,5.5,12.7,.437,1.1,3.1,.351,4.5,9.6,.465,.480,2.6,3.4,.788,0.7,2.8,3.5,3.2,1.3,0.1,2.3,1.9,14.8,,fearsje01
107,Kyshawn George,22,WAS,SF,26,26,32.0,5.3,11.6,.457,2.2,5.5,.401,3.1,6.2,.506,.551,1.9,2.5,.742,0.9,4.8,5.7,5.2,1.1,0.9,3.2,4.2,14.7,,georgky01
108,Santi Aldama,25,MEM,PF,30,6,27.4,5.5,11.4,.484,1.7,4.8,.354,3.8,6.6,.579,.559,1.7,2.5,.658,1.5,5.0,6.6,3.0,0.9,0.6,1.2,1.5,14.4,,aldamsa01
109,Ayo Dosunmu,26,CHI,SG,23,7,26.2,5.2,10.1,.515,1.8,3.9,.456,3.4,6.2,.552,.603,2.2,2.6,.847,0.4,2.0,2.5,3.0,0.5,0.2,1.3,1.7,14.4,,dosunay01
110,Walker Kessler,24,UTA,C,5,5,30.8,5.2,7.4,.703,1.2,1.6,.750,4.0,5.8,.690,.784,2.8,4.0,.700,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,,kesslwa01
111,Russell Westbrook,37,SAC,SF,30,24,29.3,5.4,12.5,.428,1.9,5.3,.350,3.5,7.2,.486,.503,1.8,2.8,.647,1.6,5.3,6.9,7.2,1.5,0.1,3.2,2.5,14.4,,westbru01
112,Matas Buzelis,21,CHI,PF,29,29,27.8,5.2,10.5,.500,1.6,4.6,.356,3.6,5.9,.610,.577,2.2,2.8,.802,1.0,4.1,5.1,1.5,0.9,1.4,1.7,2.7,14.3,,buzelma01
113,Ajay Mitchell,23,OKC,SG,29,7,26.1,5.1,10.8,.471,1.1,3.1,.344,4.0,7.7,.522,.521,2.9,3.2,.883,0.7,3.0,3.6,3.6,1.4,0.3,1.6,2.2,14.1,,mitchaj01
114,Anthony Black,22,ORL,PG,30,10,29.4,5.1,11.4,.447,1.2,3.9,.316,3.9,7.5,.516,.501,2.6,3.8,.684,0.8,3.4,4.2,3.4,1.3,0.6,2.2,2.6,14.0,,blackan01
115,Tobias Harris,33,DET,PF,20,20,28.9,5.1,11.2,.451,1.5,4.3,.341,3.6,7.0,.518,.516,2.5,3.0,.831,1.1,3.8,4.9,2.6,0.6,0.3,1.0,2.2,14.0,,harrito02
116,Obi Toppin,27,IND,PF,3,0,27.3,5.0,12.0,.417,1.0,5.7,.176,4.0,6.3,.632,.458,3.0,3.0,1.000,1.0,5.7,6.7,1.7,1.0,0.0,2.0,2.3,14.0,,toppiob01
117,Jarrett Allen,27,CLE,C,20,20,25.9,5.4,9.1,.593,0.1,0.3,.200,5.4,8.9,.605,.596,3.1,4.0,.772,2.2,5.3,7.5,2.1,1.0,0.9,1.6,1.8,13.9,,allenja01
118,Donte DiVincenzo,29,MIN,SG,30,30,31.7,4.5,10.8,.418,3.1,8.1,.385,1.4,2.7,.519,.563,1.7,2.3,.754,1.0,3.3,4.3,3.8,1.2,0.5,1.3,2.4,13.9,,divindo01
